articulo,numero,topico,score
Artículo 25,0,Estatuto de las aguas,0.0010431744158267975
Artículo 26,0,Sufragio y sistema electoral,0.06790335476398468
Artículo 26,0,Poder ejecutivo,0.05767618864774704
Artículo 26,0,Participación y representación,0.04096601530909538
Artículo 26,0,Acciones constitucionales,0.036553554236888885
Artículo 26,0,Principios y disposiciones generales,0.03195558115839958
Artículo 26,0,Buen gobierno y función pública,0.03093925304710865
Artículo 26,0,Poder legislativo,0.030811382457613945
Artículo 26,0,Ministerio Público,0.02960313856601715
Artículo 26,0,Órganos autónomos constitucionales,0.0293408315628767
Artículo 26,0,Contraloría general de la república,0.029059607535600662
Artículo 26,0,Corte Constitucional,0.028923120349645615
Artículo 26,0,Comuna autónoma,0.02889200486242771
Artículo 26,0,Provincia,0.02793085016310215
Artículo 26,0,Región autónoma,0.02761550061404705
Artículo 26,0,Cambio de Constitución,0.027204133570194244
Artículo 26,0,Sobre los derechos,0.02647566609084606
Artículo 26,0,Defensoría Penal Pública,0.02630695514380932
Artículo 26,0,Reforma Constitucional,0.02588815428316593
Artículo 26,0,Consejo de la Justicia,0.025880886241793633
Artículo 26,0,Defensoría del Pueblo y de la Niñez,0.02517036534845829
Artículo 26,0,Organización territorial,0.02478584088385105
Artículo 26,0,Proceso de creación de leyes,0.02455584891140461
Artículo 26,0,Tipos de democracia,0.02372426725924015
Artículo 26,0,Agencia Nacional de Protección de Datos,0.02349010854959488
Artículo 26,0,Estatuto de los minerales,0.02259393036365509
Artículo 26,0,Derechos fundamentales,0.0225853119045496
Artículo 26,0,Banco Central,0.02228441834449768
Artículo 26,0,Territorios especiales,0.021761318668723106
Artículo 26,0,Nacionalidad y ciudadanía,0.02111656963825226
Artículo 26,0,Defensoría de la Naturaleza,0.02009538933634758
Artículo 26,0,Autonomías territoriales indígenas,0.019996274262666702
Artículo 26,0,Bienes comunes naturales,0.018860891461372375
Artículo 26,0,Sistemas de justicia,0.018466129899024963
Artículo 26,0,Ruralidad,0.01630469784140587
Artículo 26,0,Derechos de la naturaleza,0.01613643951714039
Artículo 26,0,Autonomía fiscal,0.014524092897772789
Artículo 26,0,Estatuto de las aguas,0.013621998950839043
Artículo 27,0,Poder ejecutivo,0.3196379244327545
Artículo 27,0,Buen gobierno y función pública,0.2377518266439438
Artículo 27,0,Acciones constitucionales,0.13252095878124237
Artículo 27,0,Órganos autónomos constitucionales,0.05530144274234772
Artículo 27,0,Proceso de creación de leyes,0.051691364496946335
Artículo 27,0,Participación y representación,0.050216421484947205
Artículo 27,0,Cambio de Constitución,0.01765258237719536
Artículo 27,0,Contraloría general de la república,0.01731649786233902
Artículo 27,0,Corte Constitucional,0.015288583002984524
Artículo 27,0,Poder legislativo,0.01521585788577795
Artículo 27,0,Principios y disposiciones generales,0.011720719747245312
Artículo 27,0,Ministerio Público,0.007942041382193565
Artículo 27,0,Sufragio y sistema electoral,0.007576644886285067
Artículo 27,0,Consejo de la Justicia,0.007246543187648058
Artículo 27,0,Comuna autónoma,0.007118260487914085
Artículo 27,0,Provincia,0.006032208446413279
Artículo 27,0,Región autónoma,0.004090593196451664
Artículo 27,0,Nacionalidad y ciudadanía,0.002904090564697981
Artículo 27,0,Tipos de democracia,0.00283266743645072
Artículo 27,0,Reforma Constitucional,0.002783682197332382
Artículo 27,0,Sobre los derechos,0.002633499912917614
Artículo 27,0,Territorios especiales,0.0024790859315544367
Artículo 27,0,Defensoría Penal Pública,0.0024190533440560102
Artículo 27,0,Organización territorial,0.002210831269621849
Artículo 27,0,Banco Central,0.0020582464057952166
Artículo 27,0,Sistemas de justicia,0.001976348925381899
Artículo 27,0,Derechos fundamentales,0.001757454709149897
Artículo 27,0,Defensoría de la Naturaleza,0.0017474908381700516
Artículo 27,0,Estatuto de los minerales,0.0014277559239417315
Artículo 27,0,Autonomía fiscal,0.0013989475555717945
Artículo 27,0,Bienes comunes naturales,0.0013612769544124603
Artículo 27,0,Derechos de la naturaleza,0.001181680359877646
Artículo 27,0,Defensoría del Pueblo y de la Niñez,0.0009783674031496048
Artículo 27,0,Agencia Nacional de Protección de Datos,0.0009512788383290172
Artículo 27,0,Ruralidad,0.0009460294968448579
Artículo 27,0,Autonomías territoriales indígenas,0.0008531188359484076
Artículo 27,0,Estatuto de las aguas,0.0007786275236867368
Artículo 28,0,Poder ejecutivo,0.5585914850234985
Artículo 28,0,Acciones constitucionales,0.12105769664049149
Artículo 28,0,Participación y representación,0.1052844375371933
Artículo 28,0,Órganos autónomos constitucionales,0.08830137550830841
Artículo 28,0,Poder legislativo,0.02181788720190525
Artículo 28,0,Comuna autónoma,0.014572336338460445
Artículo 28,0,Principios y disposiciones generales,0.01192993763834238
Artículo 28,0,Corte Constitucional,0.007702074944972992
Artículo 28,0,Contraloría general de la república,0.007068889681249857
Artículo 28,0,Ministerio Público,0.005878412164747715
Artículo 28,0,Provincia,0.005673693958669901
Artículo 28,0,Cambio de Constitución,0.005614182446151972
Artículo 28,0,Consejo de la Justicia,0.004431452136486769
Artículo 28,0,Proceso de creación de leyes,0.003935488872230053
Artículo 28,0,Buen gobierno y función pública,0.00387782184407115
Artículo 28,0,Región autónoma,0.0033979567233473063
Artículo 28,0,Sufragio y sistema electoral,0.003196568228304386
Artículo 28,0,Tipos de democracia,0.003063175594434142
Artículo 28,0,Sobre los derechos,0.0021963610779494047
Artículo 28,0,Defensoría Penal Pública,0.0019981786608695984
Artículo 28,0,Territorios especiales,0.0019175171619281173
Artículo 28,0,Banco Central,0.0018571873661130667
Artículo 28,0,Organización territorial,0.0018249815329909325
Artículo 28,0,Reforma Constitucional,0.001705378177575767
Artículo 28,0,Sistemas de justicia,0.0015171102713793516
Artículo 28,0,Nacionalidad y ciudadanía,0.0012481893645599484
Artículo 28,0,Estatuto de los minerales,0.001152919023297727
Artículo 28,0,Derechos fundamentales,0.0011141800787299871
Artículo 28,0,Autonomía fiscal,0.0010741213336586952
Artículo 28,0,Bienes comunes naturales,0.0010423328494653106
Artículo 28,0,Defensoría de la Naturaleza,0.0010110168950632215
Artículo 28,0,Derechos de la naturaleza,0.0009961847681552172
Artículo 28,0,Ruralidad,0.0009297141805291176
Artículo 28,0,Defensoría del Pueblo y de la Niñez,0.0008805590332485735
Artículo 28,0,Autonomías territoriales indígenas,0.0008121972205117345
Artículo 28,0,Agencia Nacional de Protección de Datos,0.0006890305667184293
Artículo 28,0,Estatuto de las aguas,0.0006378914695233107
Artículo 29,0,Poder ejecutivo,0.10002141445875168
Artículo 29,0,Participación y representación,0.06941944360733032
Artículo 29,0,Acciones constitucionales,0.04827880859375
Artículo 29,0,Ministerio Público,0.04322674497961998
Artículo 29,0,Órganos autónomos constitucionales,0.042090531438589096
Artículo 29,0,Sufragio y sistema electoral,0.035921208560466766
Artículo 29,0,Principios y disposiciones generales,0.0354832224547863
Artículo 29,0,Corte Constitucional,0.03366388753056526
Artículo 29,0,Provincia,0.03364846110343933
Artículo 29,0,Comuna autónoma,0.032680317759513855
Artículo 29,0,Contraloría general de la república,0.031928472220897675
Artículo 29,0,Poder legislativo,0.03138945996761322
Artículo 29,0,Consejo de la Justicia,0.029877301305532455
Artículo 29,0,Defensoría Penal Pública,0.026186628267169
Artículo 29,0,Región autónoma,0.02498520351946354
Artículo 29,0,Territorios especiales,0.02381785400211811
Artículo 29,0,Buen gobierno y función pública,0.023589447140693665
Artículo 29,0,Estatuto de los minerales,0.023141978308558464
Artículo 29,0,Organización territorial,0.022447891533374786
Artículo 29,0,Banco Central,0.02172340638935566
Artículo 29,0,Tipos de democracia,0.021568618714809418
Artículo 29,0,Sobre los derechos,0.020855948328971863
Artículo 29,0,Defensoría de la Naturaleza,0.019850358366966248
Artículo 29,0,Agencia Nacional de Protección de Datos,0.019377952441573143
Artículo 29,0,Cambio de Constitución,0.01909877173602581
Artículo 29,0,Nacionalidad y ciudadanía,0.018791329115629196
Artículo 29,0,Reforma Constitucional,0.018307359889149666
Artículo 29,0,Proceso de creación de leyes,0.01734204776585102
Artículo 29,0,Sistemas de justicia,0.014065190218389034
Artículo 29,0,Defensoría del Pueblo y de la Niñez,0.013634918257594109
Artículo 29,0,Bienes comunes naturales,0.01346843596547842
Artículo 29,0,Derechos de la naturaleza,0.01307501271367073
Artículo 29,0,Derechos fundamentales,0.012255656532943249
Artículo 29,0,Ruralidad,0.01201047096401453
Artículo 29,0,Autonomías territoriales indígenas,0.011607369408011436
Artículo 29,0,Autonomía fiscal,0.011035606265068054
Artículo 29,0,Estatuto de las aguas,0.010133327916264534
Artículo 30,0,Poder ejecutivo,0.11013919115066528
Artículo 30,0,Participación y representación,0.050607118755578995
Artículo 30,0,Territorios especiales,0.042359139770269394
Artículo 30,0,Principios y disposiciones generales,0.03623909130692482
Artículo 30,0,Nacionalidad y ciudadanía,0.035290610045194626
Artículo 30,0,Ministerio Público,0.0332479327917099
Artículo 30,0,Órganos autónomos constitucionales,0.03172783926129341
Artículo 30,0,Provincia,0.0313454233109951
Artículo 30,0,Ruralidad,0.03126036003232002
Artículo 30,0,Buen gobierno y función pública,0.0280532818287611
Artículo 30,0,Defensoría de la Naturaleza,0.027800871059298515
Artículo 30,0,Organización territorial,0.02647966518998146
Artículo 30,0,Acciones constitucionales,0.025931961834430695
Artículo 30,0,Comuna autónoma,0.024906333535909653
Artículo 30,0,Región autónoma,0.02478327788412571
Artículo 30,0,Bienes comunes naturales,0.02450065314769745
Artículo 30,0,Defensoría del Pueblo y de la Niñez,0.024468164891004562
Artículo 30,0,Corte Constitucional,0.024414731189608574
Artículo 30,0,Sistemas de justicia,0.02419273741543293
Artículo 30,0,Banco Central,0.02401445060968399
Artículo 30,0,Defensoría Penal Pública,0.023964671418070793
Artículo 30,0,Poder legislativo,0.023738402873277664
Artículo 30,0,Estatuto de los minerales,0.023493248969316483
Artículo 30,0,Tipos de democracia,0.023325705900788307
Artículo 30,0,Contraloría general de la república,0.02296411246061325
Artículo 30,0,Autonomía fiscal,0.02276553586125374
Artículo 30,0,Consejo de la Justicia,0.02189633995294571
Artículo 30,0,Sobre los derechos,0.020483151078224182
Artículo 30,0,Derechos de la naturaleza,0.019683213904500008
Artículo 30,0,Sufragio y sistema electoral,0.018524419516324997
Artículo 30,0,Agencia Nacional de Protección de Datos,0.017668016254901886
Artículo 30,0,Proceso de creación de leyes,0.014840688556432724
Artículo 30,0,Estatuto de las aguas,0.014510659500956535
Artículo 30,0,Autonomías territoriales indígenas,0.013940970413386822
Artículo 30,0,Derechos fundamentales,0.013162793591618538
Artículo 30,0,Reforma Constitucional,0.011790086515247822
Artículo 30,0,Cambio de Constitución,0.01148528978228569
Artículo 31,0,Poder ejecutivo,0.279693603515625
Artículo 31,0,Órganos autónomos constitucionales,0.2236141860485077
Artículo 31,0,Poder legislativo,0.21508938074111938
Artículo 31,0,Acciones constitucionales,0.17099177837371826
Artículo 31,0,Corte Constitucional,0.044810861349105835
Artículo 31,0,Participación y representación,0.03510255739092827
Artículo 31,0,Contraloría general de la república,0.009158148430287838
Artículo 31,0,Comuna autónoma,0.006048288661986589
Artículo 31,0,Ministerio Público,0.004237725865095854
Artículo 31,0,Principios y disposiciones generales,0.002429384971037507
Artículo 31,0,Consejo de la Justicia,0.0018797449301928282
Artículo 31,0,Provincia,0.000797907414380461
Artículo 31,0,Cambio de Constitución,0.000690641172695905
Artículo 31,0,Proceso de creación de leyes,0.0006090317037887871
Artículo 31,0,Sufragio y sistema electoral,0.0005894052446819842
Artículo 31,0,Reforma Constitucional,0.0005825416301377118
Artículo 31,0,Región autónoma,0.0005362320807762444
Artículo 31,0,Nacionalidad y ciudadanía,0.0002568490453995764
Artículo 31,0,Derechos fundamentales,0.000256228115176782
Artículo 31,0,Defensoría Penal Pública,0.00023988258908502758
Artículo 31,0,Banco Central,0.00023523456184193492
Artículo 31,0,Organización territorial,0.00021229944832157344
Artículo 31,0,Buen gobierno y función pública,0.00019988387066405267
Artículo 31,0,Tipos de democracia,0.00018859286501538008
Artículo 31,0,Sobre los derechos,0.00017320396727882326
Artículo 31,0,Territorios especiales,0.00017176620895043015
Artículo 31,0,Defensoría de la Naturaleza,0.00012535748828668147
Artículo 31,0,Agencia Nacional de Protección de Datos,0.00012368116586003453
Artículo 31,0,Sistemas de justicia,0.0001231116766575724
Artículo 31,0,Autonomía fiscal,0.00012150588736403733
Artículo 31,0,Defensoría del Pueblo y de la Niñez,0.00011896039359271526
Artículo 31,0,Bienes comunes naturales,0.000117246359877754
Artículo 31,0,Derechos de la naturaleza,0.00011011561582563445
Artículo 31,0,Ruralidad,0.00010763441969174892
Artículo 31,0,Autonomías territoriales indígenas,0.00010365140769863501
Artículo 31,0,Estatuto de los minerales,7.990716403583065e-05
Artículo 31,0,Estatuto de las aguas,7.336677663261071e-05
Artículo 32,0,Poder ejecutivo,0.3478022515773773
Artículo 32,0,Acciones constitucionales,0.2270946502685547
Artículo 32,0,Poder legislativo,0.09826122969388962
Artículo 32,0,Órganos autónomos constitucionales,0.09736089408397675
Artículo 32,0,Contraloría general de la república,0.06061185151338577
Artículo 32,0,Ministerio Público,0.03849667310714722
Artículo 32,0,Territorios especiales,0.026396866887807846
Artículo 32,0,Participación y representación,0.017089540138840675
Artículo 32,0,Comuna autónoma,0.011098281480371952
Artículo 32,0,Defensoría Penal Pública,0.010228641331195831
Artículo 32,0,Corte Constitucional,0.009591208770871162
Artículo 32,0,Consejo de la Justicia,0.0055800010450184345
Artículo 32,0,Sobre los derechos,0.004545028321444988
Artículo 32,0,Agencia Nacional de Protección de Datos,0.003722822293639183
Artículo 32,0,Provincia,0.00328725459985435
Artículo 32,0,Derechos fundamentales,0.003028331557288766
Artículo 32,0,Región autónoma,0.003005721839144826
Artículo 32,0,Organización territorial,0.0029125013388693333
Artículo 32,0,Nacionalidad y ciudadanía,0.0028348735067993402
Artículo 32,0,Buen gobierno y función pública,0.0027823206037282944
Artículo 32,0,Reforma Constitucional,0.0024569681845605373
Artículo 32,0,Principios y disposiciones generales,0.0021877724211663008
Artículo 32,0,Defensoría del Pueblo y de la Niñez,0.002157618524506688
Artículo 32,0,Proceso de creación de leyes,0.002142928307875991
Artículo 32,0,Tipos de democracia,0.002013653051108122
Artículo 32,0,Banco Central,0.0019515316234901547
Artículo 32,0,Sistemas de justicia,0.0015184488147497177
Artículo 32,0,Ruralidad,0.0014727638335898519
Artículo 32,0,Defensoría de la Naturaleza,0.0013543149689212441
Artículo 32,0,Autonomía fiscal,0.0012037233682349324
Artículo 32,0,Derechos de la naturaleza,0.0011133244261145592
Artículo 32,0,Autonomías territoriales indígenas,0.0009807709138840437
Artículo 32,0,Estatuto de los minerales,0.0009517987491562963
Artículo 32,0,Cambio de Constitución,0.0008403597166761756
Artículo 32,0,Sufragio y sistema electoral,0.0008323528454639018
Artículo 32,0,Estatuto de las aguas,0.0005686251679435372
Artículo 32,0,Bienes comunes naturales,0.0005221451283432543
Artículo 32,1,Poder legislativo,0.19111885130405426
Artículo 32,1,Proceso de creación de leyes,0.16738693416118622
Artículo 32,1,Acciones constitucionales,0.14369994401931763
Artículo 32,1,Órganos autónomos constitucionales,0.13982641696929932
Artículo 32,1,Poder ejecutivo,0.09809189289808273
Artículo 32,1,Principios y disposiciones generales,0.08067239820957184
Artículo 32,1,Corte Constitucional,0.04610337316989899
Artículo 32,1,Participación y representación,0.04326608031988144
Artículo 32,1,Ministerio Público,0.030355436727404594
Artículo 32,1,Comuna autónoma,0.02086314745247364
Artículo 32,1,Consejo de la Justicia,0.020276090130209923
Artículo 32,1,Contraloría general de la república,0.01057723630219698
Artículo 32,1,Reforma Constitucional,0.0026201577857136726
Artículo 32,1,Defensoría Penal Pública,0.0006769057945348322
Artículo 32,1,Derechos fundamentales,0.00043250873568467796
Artículo 32,1,Región autónoma,0.0004112478927709162
Artículo 32,1,Buen gobierno y función pública,0.0003696978383231908
Artículo 32,1,Tipos de democracia,0.0003420032444410026
Artículo 32,1,Provincia,0.00028959865448996425
Artículo 32,1,Organización territorial,0.00024838943500071764
Artículo 32,1,Defensoría del Pueblo y de la Niñez,0.00024702251539565623
Artículo 32,1,Sistemas de justicia,0.00021585772628895938
Artículo 32,1,Cambio de Constitución,0.00020661947201006114
Artículo 32,1,Sobre los derechos,0.00020558226970024407
Artículo 32,1,Agencia Nacional de Protección de Datos,0.00019896637240890414
Artículo 32,1,Banco Central,0.00014600275608245283
Artículo 32,1,Nacionalidad y ciudadanía,0.00013859338650945574
Artículo 32,1,Territorios especiales,0.0001360271853627637
Artículo 32,1,Derechos de la naturaleza,0.0001245588791789487
Artículo 32,1,Autonomía fiscal,0.00011606804764596745
Artículo 32,1,Defensoría de la Naturaleza,0.00010603339615045115
Artículo 32,1,Bienes comunes naturales,9.939663141267374e-05
Artículo 32,1,Sufragio y sistema electoral,9.337692608824e-05
Artículo 32,1,Autonomías territoriales indígenas,9.135766595136374e-05
Artículo 32,1,Ruralidad,8.822601375868544e-05
Artículo 32,1,Estatuto de los minerales,7.959333015605807e-05
Artículo 32,1,Estatuto de las aguas,7.843774073990062e-05
Artículo 32,2,Órganos autónomos constitucionales,0.7239269614219666
Artículo 32,2,Acciones constitucionales,0.0942036584019661
Artículo 32,2,Poder legislativo,0.020873021334409714
Artículo 32,2,Corte Constitucional,0.01618572324514389
Artículo 32,2,Principios y disposiciones generales,0.01382303424179554
Artículo 32,2,Comuna autónoma,0.010366796515882015
Artículo 32,2,Poder ejecutivo,0.008077753707766533
Artículo 32,2,Participación y representación,0.007290384266525507
Artículo 32,2,Región autónoma,0.007034330628812313
Artículo 32,2,Proceso de creación de leyes,0.006228527054190636
Artículo 32,2,Consejo de la Justicia,0.005596732255071402
Artículo 32,2,Ministerio Público,0.0053659360855817795
Artículo 32,2,Territorios especiales,0.005301240831613541
Artículo 32,2,Contraloría general de la república,0.005136378109455109
Artículo 32,2,Defensoría Penal Pública,0.005006927065551281
Artículo 32,2,Banco Central,0.004441604018211365
Artículo 32,2,Reforma Constitucional,0.003837600350379944
Artículo 32,2,Provincia,0.00351266679354012
Artículo 32,2,Bienes comunes naturales,0.003493828233331442
Artículo 32,2,Defensoría de la Naturaleza,0.0034282293636351824
Artículo 32,2,Agencia Nacional de Protección de Datos,0.003403862938284874
Artículo 32,2,Defensoría del Pueblo y de la Niñez,0.003392460523173213
Artículo 32,2,Buen gobierno y función pública,0.003362500574439764
Artículo 32,2,Nacionalidad y ciudadanía,0.0032944006379693747
Artículo 32,2,Organización territorial,0.003220614278689027
Artículo 32,2,Derechos fundamentales,0.0031671698670834303
Artículo 32,2,Tipos de democracia,0.0030155282001942396
Artículo 32,2,Autonomía fiscal,0.0028137657791376114
Artículo 32,2,Autonomías territoriales indígenas,0.0026239848230034113
Artículo 32,2,Sobre los derechos,0.002559207146987319
Artículo 32,2,Cambio de Constitución,0.0024783138651400805
Artículo 32,2,Sufragio y sistema electoral,0.002398526296019554
Artículo 32,2,Sistemas de justicia,0.0023662191815674305
Artículo 32,2,Derechos de la naturaleza,0.00231020525097847
Artículo 32,2,Ruralidad,0.0023099659010767937
Artículo 32,2,Estatuto de los minerales,0.0020765271037817
Artículo 32,2,Estatuto de las aguas,0.0020753589924424887
Artículo 32,3,Acciones constitucionales,0.4371105432510376
Artículo 32,3,Poder legislativo,0.4093609154224396
Artículo 32,3,Órganos autónomos constitucionales,0.1318696290254593
Artículo 32,3,Proceso de creación de leyes,0.00615904713049531
Artículo 32,3,Corte Constitucional,0.0029811961576342583
Artículo 32,3,Principios y disposiciones generales,0.001160532352514565
Artículo 32,3,Poder ejecutivo,0.001039902213960886
Artículo 32,3,Comuna autónoma,0.0007241383427754045
Artículo 32,3,Consejo de la Justicia,0.0005956052336841822
Artículo 32,3,Ministerio Público,0.00048404894187115133
Artículo 32,3,Reforma Constitucional,0.00047958895447663963
Artículo 32,3,Contraloría general de la república,0.00043457161518745124
Artículo 32,3,Defensoría Penal Pública,0.00038300847518257797
Artículo 32,3,Derechos fundamentales,0.00038277028943412006
Artículo 32,3,Participación y representación,0.00037635010085068643
Artículo 32,3,Cambio de Constitución,0.00036287197144702077
Artículo 32,3,Sobre los derechos,0.00035096632200293243
Artículo 32,3,Organización territorial,0.00034498400054872036
Artículo 32,3,Defensoría del Pueblo y de la Niñez,0.00032932430622167885
Artículo 32,3,Nacionalidad y ciudadanía,0.00032458134228363633
Artículo 32,3,Defensoría de la Naturaleza,0.0003216552431695163
Artículo 32,3,Autonomía fiscal,0.0003093660343438387
Artículo 32,3,Región autónoma,0.0003052444662898779
Artículo 32,3,Bienes comunes naturales,0.00030223853536881506
Artículo 32,3,Buen gobierno y función pública,0.0003009685315191746
Artículo 32,3,Territorios especiales,0.0002991173241753131
Artículo 32,3,Derechos de la naturaleza,0.0002965530729852617
Artículo 32,3,Banco Central,0.00029050311422906816
Artículo 32,3,Autonomías territoriales indígenas,0.0002855539496522397
Artículo 32,3,Agencia Nacional de Protección de Datos,0.00028317657415755093
Artículo 32,3,Provincia,0.00027954307734034956
Artículo 32,3,Sistemas de justicia,0.0002611773379612714
Artículo 32,3,Ruralidad,0.00025010088575072587
Artículo 32,3,Tipos de democracia,0.0002471907064318657
Artículo 32,3,Sufragio y sistema electoral,0.0002468590682838112
Artículo 32,3,Estatuto de los minerales,0.0002362332888878882
Artículo 32,3,Estatuto de las aguas,0.00022989598801359534
Artículo 32,4,Acciones constitucionales,0.6751030087471008
Artículo 32,4,Tipos de democracia,0.09100192785263062
Artículo 32,4,Participación y representación,0.04846377298235893
Artículo 32,4,Sufragio y sistema electoral,0.030827000737190247
Artículo 32,4,Órganos autónomos constitucionales,0.029602648690342903
Artículo 32,4,Principios y disposiciones generales,0.013803426176309586
Artículo 32,4,Cambio de Constitución,0.008468464948236942
Artículo 32,4,Proceso de creación de leyes,0.007993360050022602
Artículo 32,4,Defensoría Penal Pública,0.007959212176501751
Artículo 32,4,Comuna autónoma,0.007383252494037151
Artículo 32,4,Poder legislativo,0.006651903502643108
Artículo 32,4,Reforma Constitucional,0.005926383193582296
Artículo 32,4,Consejo de la Justicia,0.004159015137702227
Artículo 32,4,Derechos fundamentales,0.0037881152238696814
Artículo 32,4,Contraloría general de la república,0.003709098557010293
Artículo 32,4,Defensoría del Pueblo y de la Niñez,0.003579508513212204
Artículo 32,4,Buen gobierno y función pública,0.003560678567737341
Artículo 32,4,Corte Constitucional,0.003516963915899396
Artículo 32,4,Sobre los derechos,0.0034840910229831934
Artículo 32,4,Poder ejecutivo,0.0034149102866649628
Artículo 32,4,Defensoría de la Naturaleza,0.0032173492945730686
Artículo 32,4,Nacionalidad y ciudadanía,0.0030599047895520926
Artículo 32,4,Territorios especiales,0.002763443160802126
Artículo 32,4,Región autónoma,0.00270437216386199
Artículo 32,4,Ministerio Público,0.0025126314722001553
Artículo 32,4,Bienes comunes naturales,0.002392927650362253
Artículo 32,4,Provincia,0.0022020963951945305
Artículo 32,4,Autonomía fiscal,0.0021386323496699333
Artículo 32,4,Organización territorial,0.002130900276824832
Artículo 32,4,Banco Central,0.0021024367306381464
Artículo 32,4,Sistemas de justicia,0.0020977978128939867
Artículo 32,4,Derechos de la naturaleza,0.0020971777848899364
Artículo 32,4,Autonomías territoriales indígenas,0.0018828806933015585
Artículo 32,4,Agencia Nacional de Protección de Datos,0.001872848253697157
Artículo 32,4,Estatuto de los minerales,0.0015738067450001836
Artículo 32,4,Ruralidad,0.001551493420265615
Artículo 32,4,Estatuto de las aguas,0.0013025259831920266
Artículo 32,5,Acciones constitucionales,0.5372115969657898
Artículo 32,5,Órganos autónomos constitucionales,0.24922499060630798
Artículo 32,5,Territorios especiales,0.09554635733366013
Artículo 32,5,Principios y disposiciones generales,0.08067603409290314
Artículo 32,5,Corte Constitucional,0.005713064223527908
Artículo 32,5,Cambio de Constitución,0.004576792940497398
Artículo 32,5,Derechos fundamentales,0.0020029982551932335
Artículo 32,5,Tipos de democracia,0.0019228971796110272
Artículo 32,5,Reforma Constitucional,0.0018657559994608164
Artículo 32,5,Región autónoma,0.0017138964030891657
Artículo 32,5,Poder legislativo,0.0016258480027318
Artículo 32,5,Sobre los derechos,0.0014192969538271427
Artículo 32,5,Comuna autónoma,0.0014050272293388844
Artículo 32,5,Contraloría general de la república,0.0013351746601983905
Artículo 32,5,Consejo de la Justicia,0.0011239027371630073
Artículo 32,5,Defensoría Penal Pública,0.0011099124094471335
Artículo 32,5,Participación y representación,0.0009762929403223097
Artículo 32,5,Poder ejecutivo,0.0008647519862279296
Artículo 32,5,Ministerio Público,0.0007720749126747251
Artículo 32,5,Defensoría de la Naturaleza,0.0006379021215252578
Artículo 32,5,Defensoría del Pueblo y de la Niñez,0.000616209174040705
Artículo 32,5,Provincia,0.0005925302975811064
Artículo 32,5,Nacionalidad y ciudadanía,0.0005597480339929461
Artículo 32,5,Buen gobierno y función pública,0.0005544502637349069
Artículo 32,5,Banco Central,0.0005314545705914497
Artículo 32,5,Organización territorial,0.0005293048452585936
Artículo 32,5,Proceso de creación de leyes,0.000520921777933836
Artículo 32,5,Bienes comunes naturales,0.0005150420474819839
Artículo 32,5,Derechos de la naturaleza,0.0004972755559720099
Artículo 32,5,Agencia Nacional de Protección de Datos,0.0004882711509708315
Artículo 32,5,Autonomías territoriales indígenas,0.00046585252857767045
Artículo 32,5,Sistemas de justicia,0.00046205695252865553
Artículo 32,5,Autonomía fiscal,0.00045115535613149405
Artículo 32,5,Ruralidad,0.000401128752855584
Artículo 32,5,Sufragio y sistema electoral,0.000386885047191754
Artículo 32,5,Estatuto de los minerales,0.00035866466350853443
Artículo 32,5,Estatuto de las aguas,0.00034433871041983366
Artículo 32,6,Poder legislativo,0.7909475564956665
Artículo 32,6,Poder ejecutivo,0.05785058066248894
Artículo 32,6,Acciones constitucionales,0.0402904711663723
Artículo 32,6,Órganos autónomos constitucionales,0.025983139872550964
Artículo 32,6,Principios y disposiciones generales,0.00765858544036746
Artículo 32,6,Proceso de creación de leyes,0.006057255435734987
Artículo 32,6,Consejo de la Justicia,0.0047451201826334
Artículo 32,6,Corte Constitucional,0.0038340785540640354
Artículo 32,6,Derechos fundamentales,0.0036113448441028595
Artículo 32,6,Ministerio Público,0.0034040920436382294
Artículo 32,6,Contraloría general de la república,0.0033068975899368525
Artículo 32,6,Comuna autónoma,0.003199154743924737
Artículo 32,6,Tipos de democracia,0.002910679206252098
Artículo 32,6,Sobre los derechos,0.0027457864489406347
Artículo 32,6,Reforma Constitucional,0.0025165153201669455
Artículo 32,6,Defensoría Penal Pública,0.002488713478669524
Artículo 32,6,Sistemas de justicia,0.002406545914709568
Artículo 32,6,Participación y representación,0.0023608854971826077
Artículo 32,6,Autonomía fiscal,0.0021698158234357834
Artículo 32,6,Provincia,0.0020620201248675585
Artículo 32,6,Región autónoma,0.002058386569842696
Artículo 32,6,Cambio de Constitución,0.0019699062686413527
Artículo 32,6,Defensoría del Pueblo y de la Niñez,0.001965158386155963
Artículo 32,6,Organización territorial,0.0019293860532343388
Artículo 32,6,Defensoría de la Naturaleza,0.00192137504927814
Artículo 32,6,Buen gobierno y función pública,0.0018570316024124622
Artículo 32,6,Territorios especiales,0.0018512476235628128
Artículo 32,6,Derechos de la naturaleza,0.0018343228148296475
Artículo 32,6,Banco Central,0.0018265272956341505
Artículo 32,6,Agencia Nacional de Protección de Datos,0.0017736224690452218
Artículo 32,6,Bienes comunes naturales,0.0016323248855769634
Artículo 32,6,Autonomías territoriales indígenas,0.0015812705969437957
Artículo 32,6,Nacionalidad y ciudadanía,0.0015368739841505885
Artículo 32,6,Ruralidad,0.0015185847878456116
Artículo 32,6,Estatuto de los minerales,0.0014727121451869607
Artículo 32,6,Estatuto de las aguas,0.0014221789315342903
Artículo 32,6,Sufragio y sistema electoral,0.0012998379534110427
Artículo 32,7,Poder ejecutivo,0.23684300482273102
