articulo,topico,score
Artículo 26,Nacionalidad y ciudadanía,0.005174456164240837
Artículo 26,Defensoría de la Naturaleza,0.00424331147223711
Artículo 26,Ruralidad,0.004012756049633026
Artículo 26,Autonomías territoriales indígenas,0.003155983053147793
Artículo 26,Autonomía fiscal,0.002828397788107395
Artículo 26,Sufragio y sistema electoral,0.0021168971434235573
Artículo 26,Estatuto de las aguas,0.0018134122947230935
Artículo 27,Sobre los derechos,0.331074595451355
Artículo 27,Derechos fundamentales,0.2685798108577728
Artículo 27,Acciones constitucionales,0.135634183883667
Artículo 27,Principios y disposiciones generales,0.053348690271377563
Artículo 27,Defensoría del Pueblo y de la Niñez,0.04722568020224571
Artículo 27,Participación y representación,0.03296510502696037
Artículo 27,Poder ejecutivo,0.02774508111178875
Artículo 27,Defensoría Penal Pública,0.027214087545871735
Artículo 27,Comuna autónoma,0.0055796075612306595
Artículo 27,Órganos autónomos constitucionales,0.00552761647850275
Artículo 27,Ministerio Público,0.005182311404496431
Artículo 27,Contraloría general de la república,0.00496241170912981
Artículo 27,Sistemas de justicia,0.0048722075298428535
Artículo 27,Consejo de la Justicia,0.004690688103437424
Artículo 27,Derechos de la naturaleza,0.00392241170629859
Artículo 27,Buen gobierno y función pública,0.003781302599236369
Artículo 27,Provincia,0.0035093165934085846
Artículo 27,Corte Constitucional,0.0034424234181642532
Artículo 27,Proceso de creación de leyes,0.0029485453851521015
Artículo 27,Tipos de democracia,0.002892092801630497
Artículo 27,Organización territorial,0.0026055125053972006
Artículo 27,Reforma Constitucional,0.002549966098740697
Artículo 27,Banco Central,0.002191575476899743
Artículo 27,Defensoría de la Naturaleza,0.0020357335451990366
Artículo 27,Cambio de Constitución,0.0020187688060104847
Artículo 27,Poder legislativo,0.002009287942200899
Artículo 27,Agencia Nacional de Protección de Datos,0.001799037680029869
Artículo 27,Región autónoma,0.0017132648499682546
Artículo 27,Estatuto de los minerales,0.0015089886728674173
Artículo 27,Nacionalidad y ciudadanía,0.0013370064552873373
Artículo 27,Territorios especiales,0.0012039378052577376
Artículo 27,Autonomía fiscal,0.0011499356478452682
Artículo 27,Bienes comunes naturales,0.000675874762237072
Artículo 27,Autonomías territoriales indígenas,0.0006042833556421101
Artículo 27,Sufragio y sistema electoral,0.0005759950145147741
Artículo 27,Ruralidad,0.0005708981188945472
Artículo 27,Estatuto de las aguas,0.0003517919103614986
Artículo 28,Participación y representación,0.42345693707466125
Artículo 28,Derechos fundamentales,0.17016494274139404
Artículo 28,Sobre los derechos,0.1526108980178833
Artículo 28,Principios y disposiciones generales,0.020050518214702606
Artículo 28,Comuna autónoma,0.016394322738051414
Artículo 28,Acciones constitucionales,0.01430756039917469
Artículo 28,Órganos autónomos constitucionales,0.011111303232610226
Artículo 28,Proceso de creación de leyes,0.010583605617284775
Artículo 28,Poder ejecutivo,0.009362850338220596
Artículo 28,Contraloría general de la república,0.00900963507592678
Artículo 28,Reforma Constitucional,0.008746094070374966
Artículo 28,Provincia,0.008621783927083015
Artículo 28,Cambio de Constitución,0.008445224724709988
Artículo 28,Corte Constitucional,0.008342495188117027
Artículo 28,Región autónoma,0.008202764205634594
Artículo 28,Poder legislativo,0.008158964104950428
Artículo 28,Buen gobierno y función pública,0.008044600486755371
Artículo 28,Ministerio Público,0.008044351823627949
Artículo 28,Consejo de la Justicia,0.007521482650190592
Artículo 28,Agencia Nacional de Protección de Datos,0.0069475625641644
Artículo 28,Banco Central,0.006681031547486782
Artículo 28,Tipos de democracia,0.006012336816638708
Artículo 28,Organización territorial,0.006003779359161854
Artículo 28,Territorios especiales,0.005991954356431961
Artículo 28,Nacionalidad y ciudadanía,0.005929981824010611
Artículo 28,Defensoría Penal Pública,0.005897223018109798
Artículo 28,Ruralidad,0.0056530931033194065
Artículo 28,Autonomías territoriales indígenas,0.005509381182491779
Artículo 28,Estatuto de los minerales,0.005499287974089384
Artículo 28,Defensoría del Pueblo y de la Niñez,0.0048604500479996204
Artículo 28,Bienes comunes naturales,0.004409313201904297
Artículo 28,Sufragio y sistema electoral,0.004290187731385231
Artículo 28,Sistemas de justicia,0.004201638046652079
Artículo 28,Derechos de la naturaleza,0.0035690113436430693
Artículo 28,Estatuto de las aguas,0.003220277139917016
Artículo 28,Defensoría de la Naturaleza,0.002690285211429
Artículo 28,Autonomía fiscal,0.0014528599567711353
Artículo 29,Comuna autónoma,0.34522688388824463
Artículo 29,Región autónoma,0.26719874143600464
Artículo 29,Participación y representación,0.11891341954469681
Artículo 29,Sobre los derechos,0.10939919203519821
Artículo 29,Derechos fundamentales,0.05187628045678139
Artículo 29,Acciones constitucionales,0.026325248181819916
Artículo 29,Contraloría general de la república,0.013458970934152603
Artículo 29,Principios y disposiciones generales,0.013443898409605026
Artículo 29,Defensoría Penal Pública,0.006065138150006533
Artículo 29,Derechos de la naturaleza,0.005924353841692209
Artículo 29,Ministerio Público,0.004478333052247763
Artículo 29,Órganos autónomos constitucionales,0.003956746309995651
Artículo 29,Provincia,0.0033400908578187227
Artículo 29,Tipos de democracia,0.0033330300357192755
Artículo 29,Banco Central,0.0027099724393337965
Artículo 29,Corte Constitucional,0.0021924246102571487
Artículo 29,Consejo de la Justicia,0.0019328452181071043
Artículo 29,Defensoría del Pueblo y de la Niñez,0.001926369615830481
Artículo 29,Poder ejecutivo,0.001812388189136982
Artículo 29,Organización territorial,0.001807462889701128
Artículo 29,Buen gobierno y función pública,0.0013828447554260492
Artículo 29,Territorios especiales,0.001310093211941421
Artículo 29,Defensoría de la Naturaleza,0.0012579017784446478
Artículo 29,Poder legislativo,0.001167281880043447
Artículo 29,Nacionalidad y ciudadanía,0.0011392593150958419
Artículo 29,Estatuto de los minerales,0.0010844871867448092
Artículo 29,Agencia Nacional de Protección de Datos,0.0010069530690088868
Artículo 29,Reforma Constitucional,0.0009803305147215724
Artículo 29,Proceso de creación de leyes,0.0008807569392956793
Artículo 29,Ruralidad,0.0007619493990205228
Artículo 29,Bienes comunes naturales,0.0007159407250583172
Artículo 29,Autonomías territoriales indígenas,0.0006968993111513555
Artículo 29,Sistemas de justicia,0.0006448013009503484
Artículo 29,Cambio de Constitución,0.0006313587073236704
Artículo 29,Autonomía fiscal,0.0004766357014887035
Artículo 29,Sufragio y sistema electoral,0.00034349216730333865
Artículo 29,Estatuto de las aguas,0.0001972541504073888
Artículo 30,Derechos fundamentales,0.4547463357448578
Artículo 30,Sobre los derechos,0.23287193477153778
Artículo 30,Acciones constitucionales,0.07895459234714508
Artículo 30,Principios y disposiciones generales,0.0773787572979927
Artículo 30,Defensoría Penal Pública,0.0213076900690794
Artículo 30,Comuna autónoma,0.017645448446273804
Artículo 30,Participación y representación,0.010748929344117641
Artículo 30,Sistemas de justicia,0.008972316980361938
Artículo 30,Ministerio Público,0.007923394441604614
Artículo 30,Provincia,0.007106509525328875
Artículo 30,Defensoría del Pueblo y de la Niñez,0.006564860697835684
Artículo 30,Tipos de democracia,0.006395536009222269
Artículo 30,Órganos autónomos constitucionales,0.0054926276206970215
Artículo 30,Región autónoma,0.005215998273342848
Artículo 30,Contraloría general de la república,0.005028256680816412
Artículo 30,Consejo de la Justicia,0.004585994407534599
Artículo 30,Poder ejecutivo,0.004221226088702679
Artículo 30,Territorios especiales,0.003433863865211606
Artículo 30,Defensoría de la Naturaleza,0.0033867722377181053
Artículo 30,Derechos de la naturaleza,0.0031352327205240726
Artículo 30,Reforma Constitucional,0.0030962068121880293
Artículo 30,Corte Constitucional,0.0029556264635175467
Artículo 30,Banco Central,0.002914639189839363
Artículo 30,Organización territorial,0.0027886577881872654
Artículo 30,Buen gobierno y función pública,0.002686623716726899
Artículo 30,Cambio de Constitución,0.0026577620301395655
Artículo 30,Poder legislativo,0.0022693825885653496
Artículo 30,Bienes comunes naturales,0.0020305479411035776
Artículo 30,Proceso de creación de leyes,0.001990728545933962
Artículo 30,Ruralidad,0.0019071170827373862
Artículo 30,Estatuto de los minerales,0.001851215842179954
Artículo 30,Nacionalidad y ciudadanía,0.0018316938076168299
Artículo 30,Agencia Nacional de Protección de Datos,0.0018026919569820166
Artículo 30,Autonomía fiscal,0.0015600207261741161
Artículo 30,Autonomías territoriales indígenas,0.0010596868814900517
Artículo 30,Sufragio y sistema electoral,0.000854873564094305
Artículo 30,Estatuto de las aguas,0.000626211694907397
Artículo 31,Participación y representación,0.45870497822761536
Artículo 31,Sobre los derechos,0.2704968750476837
Artículo 31,Órganos autónomos constitucionales,0.033650193363428116
Artículo 31,Comuna autónoma,0.032978396862745285
Artículo 31,Consejo de la Justicia,0.031243951991200447
Artículo 31,Defensoría Penal Pública,0.02626701444387436
Artículo 31,Principios y disposiciones generales,0.023506052792072296
Artículo 31,Acciones constitucionales,0.015210408717393875
Artículo 31,Derechos fundamentales,0.014716525562107563
Artículo 31,Provincia,0.014000258408486843
Artículo 31,Ministerio Público,0.01018123235553503
Artículo 31,Tipos de democracia,0.008835159242153168
Artículo 31,Región autónoma,0.00843170378357172
Artículo 31,Poder ejecutivo,0.006113900803029537
Artículo 31,Sistemas de justicia,0.005054534412920475
Artículo 31,Poder legislativo,0.004992492962628603
Artículo 31,Organización territorial,0.004909021779894829
Artículo 31,Ruralidad,0.0025125471875071526
Artículo 31,Autonomía fiscal,0.0023716825526207685
Artículo 31,Buen gobierno y función pública,0.0021973566617816687
Artículo 31,Contraloría general de la república,0.0020465273410081863
Artículo 31,Corte Constitucional,0.0020147899631410837
Artículo 31,Territorios especiales,0.002007053466513753
Artículo 31,Reforma Constitucional,0.0018995500868186355
Artículo 31,Nacionalidad y ciudadanía,0.0018563149496912956
Artículo 31,Banco Central,0.0016877581365406513
Artículo 31,Defensoría del Pueblo y de la Niñez,0.0016782961320132017
Artículo 31,Cambio de Constitución,0.0014793594600632787
Artículo 31,Defensoría de la Naturaleza,0.0013821833999827504
Artículo 31,Estatuto de los minerales,0.0013611570466309786
Artículo 31,Derechos de la naturaleza,0.0010756907286122441
Artículo 31,Autonomías territoriales indígenas,0.0010439309990033507
Artículo 31,Proceso de creación de leyes,0.0010315438266843557
Artículo 31,Bienes comunes naturales,0.0009882651502266526
Artículo 31,Agencia Nacional de Protección de Datos,0.0008515350054949522
Artículo 31,Sufragio y sistema electoral,0.0007045972160995007
Artículo 31,Estatuto de las aguas,0.0005172360106371343
Artículo 32,Sobre los derechos,0.3080492615699768
Artículo 32,Órganos autónomos constitucionales,0.21870841085910797
Artículo 32,Sistemas de justicia,0.1549454629421234
Artículo 32,Participación y representación,0.11257851123809814
Artículo 32,Poder ejecutivo,0.04075122997164726
Artículo 32,Principios y disposiciones generales,0.03918352723121643
Artículo 32,Derechos fundamentales,0.03722173720598221
Artículo 32,Acciones constitucionales,0.025143606588244438
Artículo 32,Defensoría Penal Pública,0.009365479461848736
Artículo 32,Ministerio Público,0.009328147396445274
Artículo 32,Territorios especiales,0.0055253165774047375
Artículo 32,Organización territorial,0.00435522198677063
Artículo 32,Consejo de la Justicia,0.003998474683612585
Artículo 32,Comuna autónoma,0.003567409934476018
Artículo 32,Tipos de democracia,0.0033632630947977304
Artículo 32,Buen gobierno y función pública,0.0032265791669487953
Artículo 32,Poder legislativo,0.002956898882985115
Artículo 32,Provincia,0.0029113348573446274
Artículo 32,Cambio de Constitución,0.0021309249568730593
Artículo 32,Contraloría general de la república,0.0016312365187332034
Artículo 32,Corte Constitucional,0.001351127284578979
Artículo 32,Reforma Constitucional,0.0011325872037559748
Artículo 32,Región autónoma,0.0010275656823068857
Artículo 32,Proceso de creación de leyes,0.0008412679308094084
Artículo 32,Estatuto de los minerales,0.0008080602274276316
Artículo 32,Defensoría del Pueblo y de la Niñez,0.0007268868503160775
Artículo 32,Agencia Nacional de Protección de Datos,0.0006501173484139144
Artículo 32,Nacionalidad y ciudadanía,0.0005919677205383778
Artículo 32,Derechos de la naturaleza,0.0005704988143406808
Artículo 32,Banco Central,0.0005652799154631793
Artículo 32,Ruralidad,0.0005535977543331683
Artículo 32,Defensoría de la Naturaleza,0.0005444721900857985
Artículo 32,Bienes comunes naturales,0.0004477870534174144
Artículo 32,Autonomía fiscal,0.00042994669638574123
Artículo 32,Sufragio y sistema electoral,0.0003132527635898441
Artículo 32,Autonomías territoriales indígenas,0.0002789274149108678
Artículo 32,Estatuto de las aguas,0.00022463184723164886
Artículo 33,Derechos fundamentales,0.33434435725212097
Artículo 33,Participación y representación,0.25415071845054626
Artículo 33,Sobre los derechos,0.21563854813575745
Artículo 33,Principios y disposiciones generales,0.06733974069356918
Artículo 33,Comuna autónoma,0.03601814806461334
Artículo 33,Acciones constitucionales,0.02218511514365673
Artículo 33,Órganos autónomos constitucionales,0.011213192716240883
Artículo 33,Provincia,0.01071243267506361
Artículo 33,Contraloría general de la república,0.006606472656130791
Artículo 33,Corte Constitucional,0.0033134594559669495
Artículo 33,Región autónoma,0.002958154072985053
Artículo 33,Consejo de la Justicia,0.0028213162440806627
Artículo 33,Ministerio Público,0.0027261115610599518
Artículo 33,Organización territorial,0.00246551469899714
Artículo 33,Banco Central,0.002458865288645029
Artículo 33,Estatuto de los minerales,0.0023240079171955585
Artículo 33,Tipos de democracia,0.0021148554515093565
Artículo 33,Poder legislativo,0.001834066235460341
Artículo 33,Defensoría Penal Pública,0.0017827573465183377
Artículo 33,Ruralidad,0.0017440242227166891
Artículo 33,Defensoría del Pueblo y de la Niñez,0.0014852540334686637
Artículo 33,Poder ejecutivo,0.0014590068021789193
Artículo 33,Nacionalidad y ciudadanía,0.0012793324422091246
Artículo 33,Agencia Nacional de Protección de Datos,0.0012603775830939412
Artículo 33,Reforma Constitucional,0.0011473982594907284
Artículo 33,Derechos de la naturaleza,0.0011018844088539481
Artículo 33,Territorios especiales,0.001016747672110796
Artículo 33,Cambio de Constitución,0.0010002104099839926
Artículo 33,Proceso de creación de leyes,0.0009943193290382624
Artículo 33,Buen gobierno y función pública,0.000974442227743566
Artículo 33,Sistemas de justicia,0.0006709450390189886
Artículo 33,Bienes comunes naturales,0.0006677972269244492
Artículo 33,Defensoría de la Naturaleza,0.0006619225605390966
Artículo 33,Autonomías territoriales indígenas,0.0005685091600753367
Artículo 33,Sufragio y sistema electoral,0.0003442065208218992
Artículo 33,Autonomía fiscal,0.0003158903564326465
Artículo 33,Estatuto de las aguas,0.0002998390409629792
Artículo 34,Derechos fundamentales,0.12826913595199585
Artículo 34,Región autónoma,0.11836059391498566
Artículo 34,Comuna autónoma,0.09529932588338852
Artículo 34,Territorios especiales,0.07877767831087112
Artículo 34,Participación y representación,0.07876748591661453
Artículo 34,Órganos autónomos constitucionales,0.06613186001777649
Artículo 34,Acciones constitucionales,0.06424024701118469
Artículo 34,Autonomías territoriales indígenas,0.048332780599594116
Artículo 34,Nacionalidad y ciudadanía,0.04821755737066269
Artículo 34,Principios y disposiciones generales,0.04175819084048271
Artículo 34,Sobre los derechos,0.03872733935713768
Artículo 34,Organización territorial,0.026502473279833794
Artículo 34,Provincia,0.019787117838859558
Artículo 34,Contraloría general de la república,0.012673960067331791
Artículo 34,Consejo de la Justicia,0.010671430267393589
Artículo 34,Tipos de democracia,0.010034854523837566
Artículo 34,Ministerio Público,0.009989728219807148
Artículo 34,Derechos de la naturaleza,0.009871824644505978
Artículo 34,Defensoría Penal Pública,0.009409002028405666
Artículo 34,Ruralidad,0.00912333931773901
Artículo 34,Poder legislativo,0.008090732619166374
Artículo 34,Corte Constitucional,0.007690710481256247
Artículo 34,Poder ejecutivo,0.00745170284062624
Artículo 34,Banco Central,0.00679707620292902
Artículo 34,Buen gobierno y función pública,0.0055939010344445705
Artículo 34,Bienes comunes naturales,0.005006743129342794
Artículo 34,Estatuto de los minerales,0.0048403930850327015
Artículo 34,Reforma Constitucional,0.004584105685353279
Artículo 34,Agencia Nacional de Protección de Datos,0.004042315762490034
Artículo 34,Defensoría de la Naturaleza,0.0038864347152411938
Artículo 34,Proceso de creación de leyes,0.0036779078654944897
Artículo 34,Defensoría del Pueblo y de la Niñez,0.003593561239540577
Artículo 34,Cambio de Constitución,0.0030312102753669024
Artículo 34,Sistemas de justicia,0.0029844408854842186
Artículo 34,Sufragio y sistema electoral,0.002102940808981657
Artículo 34,Estatuto de las aguas,0.0010100089712068439
Artículo 34,Autonomía fiscal,0.0006699185469187796
Artículo 35,Derechos fundamentales,0.43161335587501526
Artículo 35,Sobre los derechos,0.13569901883602142
Artículo 35,Principios y disposiciones generales,0.11145614832639694
Artículo 35,Participación y representación,0.05912313610315323
Artículo 35,Derechos de la naturaleza,0.018230950459837914
Artículo 35,Acciones constitucionales,0.01654493436217308
Artículo 35,Defensoría de la Naturaleza,0.014103797264397144
Artículo 35,Comuna autónoma,0.012362775392830372
Artículo 35,Sistemas de justicia,0.011324862949550152
Artículo 35,Organización territorial,0.00957042071968317
Artículo 35,Cambio de Constitución,0.009391887113451958
Artículo 35,Órganos autónomos constitucionales,0.009327357634902
Artículo 35,Contraloría general de la república,0.009325922466814518
Artículo 35,Bienes comunes naturales,0.009186734445393085
Artículo 35,Defensoría del Pueblo y de la Niñez,0.009180176071822643
Artículo 35,Reforma Constitucional,0.008631686680018902
Artículo 35,Corte Constitucional,0.008357846178114414
Artículo 35,Buen gobierno y función pública,0.008294185623526573
Artículo 35,Poder ejecutivo,0.008126286789774895
Artículo 35,Poder legislativo,0.008124921470880508
Artículo 35,Consejo de la Justicia,0.00793512538075447
Artículo 35,Provincia,0.0075781275518238544
Artículo 35,Nacionalidad y ciudadanía,0.007454641629010439
Artículo 35,Ministerio Público,0.007099619135260582
Artículo 35,Tipos de democracia,0.006951468531042337
Artículo 35,Proceso de creación de leyes,0.006917163264006376
Artículo 35,Banco Central,0.00649670884013176
Artículo 35,Agencia Nacional de Protección de Datos,0.006493476685136557
Artículo 35,Defensoría Penal Pública,0.005476279184222221
Artículo 35,Región autónoma,0.005361746996641159
Artículo 35,Ruralidad,0.00452409079298377
Artículo 35,Territorios especiales,0.00416382635012269
Artículo 35,Autonomías territoriales indígenas,0.003578303148970008
Artículo 35,Estatuto de los minerales,0.003479077247902751
Artículo 35,Autonomía fiscal,0.0031162877567112446
Artículo 35,Sufragio y sistema electoral,0.0031125268433243036
Artículo 35,Estatuto de las aguas,0.00228517665527761
Artículo 36,Reforma Constitucional,0.028904389590024948
Artículo 36,Acciones constitucionales,0.028899354860186577
Artículo 36,Derechos fundamentales,0.02884572558104992
Artículo 36,Poder ejecutivo,0.028432456776499748
Artículo 36,Contraloría general de la república,0.02829110622406006
Artículo 36,Corte Constitucional,0.028209054842591286
Artículo 36,Defensoría del Pueblo y de la Niñez,0.0281379334628582
Artículo 36,Ministerio Público,0.02810218743979931
Artículo 36,Tipos de democracia,0.02799791842699051
Artículo 36,Participación y representación,0.02798917144536972
Artículo 36,Cambio de Constitución,0.02786116488277912
Artículo 36,Principios y disposiciones generales,0.027805106714367867
Artículo 36,Buen gobierno y función pública,0.02775392308831215
Artículo 36,Órganos autónomos constitucionales,0.02759179100394249
Artículo 36,Nacionalidad y ciudadanía,0.0275708120316267
Artículo 36,Sobre los derechos,0.027538659051060677
Artículo 36,Provincia,0.027522973716259003
Artículo 36,Organización territorial,0.02752107009291649
Artículo 36,Poder legislativo,0.027441803365945816
Artículo 36,Banco Central,0.027430860325694084
Artículo 36,Comuna autónoma,0.027405332773923874
Artículo 36,Estatuto de los minerales,0.027316877618432045
Artículo 36,Consejo de la Justicia,0.027316369116306305
Artículo 36,Bienes comunes naturales,0.027304282411932945
Artículo 36,Sistemas de justicia,0.02719038724899292
Artículo 36,Defensoría Penal Pública,0.026996416971087456
Artículo 36,Autonomía fiscal,0.026965687051415443
Artículo 36,Proceso de creación de leyes,0.026944484561681747
Artículo 36,Región autónoma,0.02641618251800537
Artículo 36,Ruralidad,0.026408158242702484
Artículo 36,Agencia Nacional de Protección de Datos,0.02593683823943138
Artículo 36,Derechos de la naturaleza,0.025751996785402298
Artículo 36,Autonomías territoriales indígenas,0.025749122723937035
Artículo 36,Territorios especiales,0.02568744868040085
Artículo 36,Sufragio y sistema electoral,0.0235318411141634
Artículo 36,Defensoría de la Naturaleza,0.022963223978877068
Artículo 36,Estatuto de las aguas,0.020267892628908157
Artículo 37,Principios y disposiciones generales,0.03161301836371422
Artículo 37,Derechos fundamentales,0.028797930106520653
Artículo 37,Participación y representación,0.028077730908989906
Artículo 37,Tipos de democracia,0.028072336688637733
Artículo 37,Sobre los derechos,0.028048988431692123
Artículo 37,Acciones constitucionales,0.028002608567476273
Artículo 37,Buen gobierno y función pública,0.027845822274684906
Artículo 37,Órganos autónomos constitucionales,0.027838334441184998
Artículo 37,Organización territorial,0.027534835040569305
Artículo 37,Contraloría general de la república,0.027486514300107956
Artículo 37,Cambio de Constitución,0.02740166336297989
Artículo 37,Defensoría del Pueblo y de la Niñez,0.027333302423357964
Artículo 37,Poder legislativo,0.027210135012865067
Artículo 37,Reforma Constitucional,0.02720119059085846
Artículo 37,Defensoría Penal Pública,0.0271849874407053
Artículo 37,Bienes comunes naturales,0.027144163846969604
Artículo 37,Proceso de creación de leyes,0.027074893936514854
Artículo 37,Sistemas de justicia,0.027029410004615784
Artículo 37,Derechos de la naturaleza,0.026901789009571075
Artículo 37,Ministerio Público,0.02686845138669014
Artículo 37,Autonomías territoriales indígenas,0.026856664568185806
Artículo 37,Nacionalidad y ciudadanía,0.026844803243875504
Artículo 37,Corte Constitucional,0.02680834010243416
Artículo 37,Estatuto de los minerales,0.026729635894298553
Artículo 37,Poder ejecutivo,0.02664988674223423
Artículo 37,Agencia Nacional de Protección de Datos,0.026645146310329437
Artículo 37,Consejo de la Justicia,0.026609649881720543
Artículo 37,Estatuto de las aguas,0.026534251868724823
Artículo 37,Ruralidad,0.02645500935614109
Artículo 37,Defensoría de la Naturaleza,0.026450078934431076
Artículo 37,Sufragio y sistema electoral,0.026214338839054108
Artículo 37,Autonomía fiscal,0.026120806112885475
Artículo 37,Provincia,0.02608814276754856
Artículo 37,Banco Central,0.025880198925733566
Artículo 37,Comuna autónoma,0.02575228549540043
Artículo 37,Región autónoma,0.02558748424053192
Artículo 37,Territorios especiales,0.02310526743531227
Artículo 38,Acciones constitucionales,0.22781960666179657
Artículo 38,Poder ejecutivo,0.1908135861158371
Artículo 38,Sobre los derechos,0.15062937140464783
Artículo 38,Defensoría del Pueblo y de la Niñez,0.06289611011743546
Artículo 38,Órganos autónomos constitucionales,0.05904306098818779
Artículo 38,Derechos fundamentales,0.0501086451113224
Artículo 38,Contraloría general de la república,0.030621042475104332
Artículo 38,Principios y disposiciones generales,0.029026515781879425
Artículo 38,Comuna autónoma,0.02384842187166214
Artículo 38,Corte Constitucional,0.019504489377141
Artículo 38,Ministerio Público,0.018360331654548645
Artículo 38,Cambio de Constitución,0.016554735600948334
Artículo 38,Reforma Constitucional,0.01625465787947178
Artículo 38,Consejo de la Justicia,0.013570202514529228
Artículo 38,Poder legislativo,0.013381892815232277
Artículo 38,Banco Central,0.0085154352709651
Artículo 38,Defensoría Penal Pública,0.008407206274569035
Artículo 38,Tipos de democracia,0.006595837417989969
Artículo 38,Organización territorial,0.006406971253454685
Artículo 38,Participación y representación,0.0057694390416145325
Artículo 38,Agencia Nacional de Protección de Datos,0.005304906517267227
Artículo 38,Proceso de creación de leyes,0.004883602727204561
Artículo 38,Buen gobierno y función pública,0.004119120072573423
Artículo 38,Región autónoma,0.00404534675180912
Artículo 38,Provincia,0.0037218977231532335
Artículo 38,Autonomía fiscal,0.002560222055763006
Artículo 38,Estatuto de los minerales,0.0022431863471865654
Artículo 38,Ruralidad,0.0019904093351215124
Artículo 38,Sistemas de justicia,0.0019567697308957577
Artículo 38,Derechos de la naturaleza,0.0017882927786558867
Artículo 38,Territorios especiales,0.0015783995622768998
Artículo 38,Sufragio y sistema electoral,0.0015688722487539053
Artículo 38,Bienes comunes naturales,0.001518179546110332
Artículo 38,Defensoría de la Naturaleza,0.001303320867009461
Artículo 38,Nacionalidad y ciudadanía,0.0012964678462594748
Artículo 38,Estatuto de las aguas,0.0010363091714680195
Artículo 38,Autonomías territoriales indígenas,0.0009570621768943965
Artículo 39,Bienes comunes naturales,0.3660089373588562
Artículo 39,Defensoría de la Naturaleza,0.25505369901657104
Artículo 39,Derechos de la naturaleza,0.1419920027256012
Artículo 39,Acciones constitucionales,0.04373108595609665
Artículo 39,Principios y disposiciones generales,0.026025397703051567
Artículo 39,Órganos autónomos constitucionales,0.021407153457403183
Artículo 39,Contraloría general de la república,0.020937364548444748
Artículo 39,Región autónoma,0.015478875488042831
Artículo 39,Comuna autónoma,0.015322031453251839
Artículo 39,Sobre los derechos,0.01075745839625597
Artículo 39,Reforma Constitucional,0.00954522006213665
Artículo 39,Ministerio Público,0.008086076937615871
Artículo 39,Derechos fundamentales,0.007620624266564846
Artículo 39,Cambio de Constitución,0.00731854559853673
Artículo 39,Corte Constitucional,0.006953974720090628
Artículo 39,Territorios especiales,0.006314447149634361
Artículo 39,Poder ejecutivo,0.004532028920948505
Artículo 39,Agencia Nacional de Protección de Datos,0.003931587096303701
Artículo 39,Banco Central,0.003318739589303732
Artículo 39,Consejo de la Justicia,0.0029543039854615927
Artículo 39,Organización territorial,0.002792606595903635
Artículo 39,Ruralidad,0.0025321347638964653
Artículo 39,Poder legislativo,0.0025124051608145237
Artículo 39,Defensoría Penal Pública,0.00210151937790215
Artículo 39,Tipos de democracia,0.0018856653477996588
Artículo 39,Buen gobierno y función pública,0.0015972607070580125
Artículo 39,Provincia,0.0015850074123591185
Artículo 39,Participación y representación,0.0014944331487640738
Artículo 39,Defensoría del Pueblo y de la Niñez,0.0010777818970382214
Artículo 39,Autonomías territoriales indígenas,0.0010749908396974206
Artículo 39,Sistemas de justicia,0.0009610441047698259
Artículo 39,Autonomía fiscal,0.0007251991191878915
Artículo 39,Proceso de creación de leyes,0.0006249445723369718
Artículo 39,Nacionalidad y ciudadanía,0.0006234636530280113
Artículo 39,Estatuto de las aguas,0.0005169269861653447
Artículo 39,Sufragio y sistema electoral,0.000418007344705984
Artículo 39,Estatuto de los minerales,0.000187044613994658
Artículo 40,Participación y representación,0.1895523965358734
Artículo 40,Derechos fundamentales,0.1665465086698532
Artículo 40,Sobre los derechos,0.10732163488864899
Artículo 40,Comuna autónoma,0.09940951317548752
Artículo 40,Principios y disposiciones generales,0.09823683649301529
Artículo 40,Acciones constitucionales,0.06512806564569473
Artículo 40,Órganos autónomos constitucionales,0.04151806980371475
Artículo 40,Derechos de la naturaleza,0.033485040068626404
Artículo 40,Contraloría general de la república,0.033010825514793396
Artículo 40,Consejo de la Justicia,0.02212117426097393
Artículo 40,Banco Central,0.013911569491028786
Artículo 40,Bienes comunes naturales,0.010852311737835407
Artículo 40,Provincia,0.010135526768863201
Artículo 40,Corte Constitucional,0.010018373839557171
Artículo 40,Reforma Constitucional,0.008868559263646603
Artículo 40,Defensoría del Pueblo y de la Niñez,0.008523814380168915
Artículo 40,Cambio de Constitución,0.008448855020105839
Artículo 40,Ministerio Público,0.00802931934595108
Artículo 40,Tipos de democracia,0.00661629531532526
Artículo 40,Estatuto de los minerales,0.00643573934212327
Artículo 40,Región autónoma,0.005376200657337904
Artículo 40,Defensoría Penal Pública,0.005266657564789057
Artículo 40,Defensoría de la Naturaleza,0.004294979386031628
Artículo 40,Poder ejecutivo,0.004111773334443569
Artículo 40,Ruralidad,0.003385773627087474
Artículo 40,Poder legislativo,0.0033448028843849897
Artículo 40,Autonomía fiscal,0.003312733955681324
Artículo 40,Buen gobierno y función pública,0.003150156931951642
Artículo 40,Territorios especiales,0.00310051953420043
Artículo 40,Organización territorial,0.0030495747923851013
Artículo 40,Sistemas de justicia,0.0028146998956799507
Artículo 40,Agencia Nacional de Protección de Datos,0.0027058369014412165
Artículo 40,Proceso de creación de leyes,0.00206888560205698
